y,Jurisdiction_encoded,Sub-stream,Total type,Category_encoded,Type_encoded,Management_encoded,Fate_encoded,ds_encoded
2076,6,3,All other waste total,7,1,2,0,2
1339,6,3,All other waste total,7,1,2,1,2
905,6,3,All other waste total,7,1,4,3,2
0,6,1,All other waste total,7,1,1,1,2
1949,6,1,All other waste total,7,1,2,0,2
1305,6,1,All other waste total,7,1,2,1,2
1591,6,1,All other waste total,7,1,4,3,2
0,6,9,All other waste total,7,1,1,1,2
2369,6,9,All other waste total,7,1,2,0,2
1584,6,9,All other waste total,7,1,2,1,2
1684,6,9,All other waste total,7,1,4,3,2
2759,7,4,Ash waste total,0,1,3,2,2
0,7,4,Ash waste total,0,1,4,3,2
2759,7,9,Ash waste total,0,1,3,2,2
0,7,9,Ash waste total,0,1,4,3,2
2270,7,3,Biosolids total,1,1,3,0,2
2011,7,3,Biosolids total,1,1,4,3,2
2270,7,9,Biosolids total,1,1,3,0,2
2011,7,9,Biosolids total,1,1,4,3,2
0,7,2,Hazwaste total,2,1,1,1,2
2187,7,2,Hazwaste total,2,1,2,0,2
4,7,2,Hazwaste total,2,1,3,0,2
314,7,2,Hazwaste total,2,1,4,3,2
319,7,2,Hazwaste total,2,1,5,0,2
0,7,2,Hazwaste total,2,1,5,1,2
611,7,2,Hazwaste total,2,1,5,3,2
1270,7,3,Hazwaste total,2,1,1,1,2
2232,7,3,Hazwaste total,2,1,2,0,2
582,7,3,Hazwaste total,2,1,3,0,2
2236,7,3,Hazwaste total,2,1,4,3,2
1624,7,3,Hazwaste total,2,1,5,0,2
809,7,3,Hazwaste total,2,1,5,1,2
1846,7,3,Hazwaste total,2,1,5,3,2
1270,7,9,Hazwaste total,2,1,1,1,2
2529,7,9,Hazwaste total,2,1,2,0,2
583,7,9,Hazwaste total,2,1,3,0,2
2239,7,9,Hazwaste total,2,1,4,3,2
1637,7,9,Hazwaste total,2,1,5,0,2
809,7,9,Hazwaste total,2,1,5,1,2
1872,7,9,Hazwaste total,2,1,5,3,2
0,7,2,All other waste total,7,1,1,1,2
2733,7,2,All other waste total,7,1,2,0,2
1001,7,2,All other waste total,7,1,2,1,2
2981,7,2,All other waste total,7,1,4,3,2
233,7,3,All other waste total,7,1,1,1,2
2879,7,3,All other waste total,7,1,2,0,2
2085,7,3,All other waste total,7,1,2,1,2
2952,7,3,All other waste total,7,1,4,3,2
0,7,1,All other waste total,7,1,1,1,2
2885,7,1,All other waste total,7,1,2,0,2
2184,7,1,All other waste total,7,1,2,1,2
2775,7,1,All other waste total,7,1,4,3,2
233,7,9,All other waste total,7,1,1,1,2
3068,7,9,All other waste total,7,1,2,0,2
2481,7,9,All other waste total,7,1,2,1,2
3111,7,9,All other waste total,7,1,4,3,2
2656,8,4,Ash waste total,0,1,3,2,2
2416,8,4,Ash waste total,0,1,4,3,2
2656,8,9,Ash waste total,0,1,3,2,2
2416,8,9,Ash waste total,0,1,4,3,2
897,8,3,Biosolids total,1,1,3,0,2
1778,8,3,Biosolids total,1,1,4,3,2
897,8,9,Biosolids total,1,1,3,0,2
1778,8,9,Biosolids total,1,1,4,3,2
0,8,2,Hazwaste total,2,1,1,1,2
717,8,2,Hazwaste total,2,1,2,0,2
0,8,2,Hazwaste total,2,1,3,0,2
331,8,2,Hazwaste total,2,1,4,3,2
226,8,2,Hazwaste total,2,1,5,0,2
0,8,2,Hazwaste total,2,1,5,1,2
473,8,2,Hazwaste total,2,1,5,3,2
855,8,3,Hazwaste total,2,1,1,1,2
1771,8,3,Hazwaste total,2,1,2,0,2
500,8,3,Hazwaste total,2,1,3,0,2
2269,8,3,Hazwaste total,2,1,4,3,2
1002,8,3,Hazwaste total,2,1,5,0,2
669,8,3,Hazwaste total,2,1,5,1,2
1258,8,3,Hazwaste total,2,1,5,3,2
855,8,9,Hazwaste total,2,1,1,1,2
1812,8,9,Hazwaste total,2,1,2,0,2
500,8,9,Hazwaste total,2,1,3,0,2
2271,8,9,Hazwaste total,2,1,4,3,2
1022,8,9,Hazwaste total,2,1,5,0,2
669,8,9,Hazwaste total,2,1,5,1,2
1297,8,9,Hazwaste total,2,1,5,3,2
0,8,2,All other waste total,7,1,1,1,2
2909,8,2,All other waste total,7,1,2,0,2
1185,8,2,All other waste total,7,1,2,1,2
2631,8,2,All other waste total,7,1,4,3,2
0,8,3,All other waste total,7,1,1,1,2
2741,8,3,All other waste total,7,1,2,0,2
1819,8,3,All other waste total,7,1,2,1,2
2440,8,3,All other waste total,7,1,4,3,2
0,8,1,All other waste total,7,1,1,1,2
2735,8,1,All other waste total,7,1,2,0,2
1879,8,1,All other waste total,7,1,2,1,2
2519,8,1,All other waste total,7,1,4,3,2
0,8,9,All other waste total,7,1,1,1,2
3051,8,9,All other waste total,7,1,2,0,2
2202,8,9,All other waste total,7,1,2,1,2
2873,8,9,All other waste total,7,1,4,3,2
0,0,2,Hazwaste total,2,1,1,1,1
107,0,2,Hazwaste total,2,1,2,0,1
0,0,2,Hazwaste total,2,1,3,0,1
1,0,2,Hazwaste total,2,1,4,3,1
2,0,2,Hazwaste total,2,1,5,0,1
0,0,2,Hazwaste total,2,1,5,1,1
9,0,2,Hazwaste total,2,1,5,3,1
280,0,3,Hazwaste total,2,1,1,1,1
449,0,3,Hazwaste total,2,1,2,0,1
92,0,3,Hazwaste total,2,1,3,0,1
597,0,3,Hazwaste total,2,1,4,3,1
242,0,3,Hazwaste total,2,1,5,0,1
87,0,3,Hazwaste total,2,1,5,1,1
329,0,3,Hazwaste total,2,1,5,3,1
280,0,9,Hazwaste total,2,1,1,1,1
465,0,9,Hazwaste total,2,1,2,0,1
92,0,9,Hazwaste total,2,1,3,0,1
598,0,9,Hazwaste total,2,1,4,3,1
243,0,9,Hazwaste total,2,1,5,0,1
87,0,9,Hazwaste total,2,1,5,1,1
330,0,9,Hazwaste total,2,1,5,3,1
0,2,2,Hazwaste total,2,1,1,1,1
2353,2,2,Hazwaste total,2,1,2,0,1
0,2,2,Hazwaste total,2,1,3,0,1
607,2,2,Hazwaste total,2,1,4,3,1
1383,2,2,Hazwaste total,2,1,5,0,1
0,2,2,Hazwaste total,2,1,5,1,1
1730,2,2,Hazwaste total,2,1,5,3,1
1251,2,3,Hazwaste total,2,1,1,1,1
2250,2,3,Hazwaste total,2,1,2,0,1
410,2,3,Hazwaste total,2,1,3,0,1
1826,2,3,Hazwaste total,2,1,4,3,1
1656,2,3,Hazwaste total,2,1,5,0,1
1296,2,3,Hazwaste total,2,1,5,1,1
2066,2,3,Hazwaste total,2,1,5,3,1
1251,2,9,Hazwaste total,2,1,1,1,1
2591,2,9,Hazwaste total,2,1,2,0,1
410,2,9,Hazwaste total,2,1,3,0,1
1851,2,9,Hazwaste total,2,1,4,3,1
1880,2,9,Hazwaste total,2,1,5,0,1
1296,2,9,Hazwaste total,2,1,5,1,1
2231,2,9,Hazwaste total,2,1,5,3,1
0,3,2,Hazwaste total,2,1,1,1,1
652,3,2,Hazwaste total,2,1,2,0,1
3,3,2,Hazwaste total,2,1,3,0,1
26,3,2,Hazwaste total,2,1,4,3,1
48,3,2,Hazwaste total,2,1,5,0,1
0,3,2,Hazwaste total,2,1,5,1,1
130,3,2,Hazwaste total,2,1,5,3,1
326,3,3,Hazwaste total,2,1,1,1,1
688,3,3,Hazwaste total,2,1,2,0,1
146,3,3,Hazwaste total,2,1,3,0,1
867,3,3,Hazwaste total,2,1,4,3,1
402,3,3,Hazwaste total,2,1,5,0,1
231,3,3,Hazwaste total,2,1,5,1,1
600,3,3,Hazwaste total,2,1,5,3,1
326,3,9,Hazwaste total,2,1,1,1,1
862,3,9,Hazwaste total,2,1,2,0,1
148,3,9,Hazwaste total,2,1,3,0,1
869,3,9,Hazwaste total,2,1,4,3,1
408,3,9,Hazwaste total,2,1,5,0,1
231,3,9,Hazwaste total,2,1,5,1,1
617,3,9,Hazwaste total,2,1,5,3,1
0,4,2,Hazwaste total,2,1,1,1,1
2765,4,2,Hazwaste total,2,1,2,0,1
81,4,2,Hazwaste total,2,1,3,0,1
44,4,2,Hazwaste total,2,1,4,3,1
58,4,2,Hazwaste total,2,1,5,0,1
0,4,2,Hazwaste total,2,1,5,1,1
0,4,2,Hazwaste total,2,1,5,3,1
917,4,3,Hazwaste total,2,1,1,1,1
2605,4,3,Hazwaste total,2,1,2,0,1
1275,4,3,Hazwaste total,2,1,3,0,1
2406,4,3,Hazwaste total,2,1,4,3,1
1724,4,3,Hazwaste total,2,1,5,0,1
962,4,3,Hazwaste total,2,1,5,1,1
1882,4,3,Hazwaste total,2,1,5,3,1
917,4,9,Hazwaste total,2,1,1,1,1
2903,4,9,Hazwaste total,2,1,2,0,1
1280,4,9,Hazwaste total,2,1,3,0,1
2407,4,9,Hazwaste total,2,1,4,3,1
1725,4,9,Hazwaste total,2,1,5,0,1
962,4,9,Hazwaste total,2,1,5,1,1
1882,4,9,Hazwaste total,2,1,5,3,1
0,5,2,Hazwaste total,2,1,1,1,1
1639,5,2,Hazwaste total,2,1,2,0,1
0,5,2,Hazwaste total,2,1,3,0,1
1005,5,2,Hazwaste total,2,1,4,3,1
909,5,2,Hazwaste total,2,1,5,0,1
0,5,2,Hazwaste total,2,1,5,1,1
1453,5,2,Hazwaste total,2,1,5,3,1
1053,5,3,Hazwaste total,2,1,1,1,1
1665,5,3,Hazwaste total,2,1,2,0,1
930,5,3,Hazwaste total,2,1,3,0,1
1520,5,3,Hazwaste total,2,1,4,3,1
1061,5,3,Hazwaste total,2,1,5,0,1
266,5,3,Hazwaste total,2,1,5,1,1
1289,5,3,Hazwaste total,2,1,5,3,1
1053,5,9,Hazwaste total,2,1,1,1,1
2000,5,9,Hazwaste total,2,1,2,0,1
930,5,9,Hazwaste total,2,1,3,0,1
1631,5,9,Hazwaste total,2,1,4,3,1
1278,5,9,Hazwaste total,2,1,5,0,1
266,5,9,Hazwaste total,2,1,5,1,1
1682,5,9,Hazwaste total,2,1,5,3,1
0,6,2,Hazwaste total,2,1,1,1,1
581,6,2,Hazwaste total,2,1,2,0,1
2,6,2,Hazwaste total,2,1,3,0,1
21,6,2,Hazwaste total,2,1,4,3,1
42,6,2,Hazwaste total,2,1,5,0,1
0,6,2,Hazwaste total,2,1,5,1,1
117,6,2,Hazwaste total,2,1,5,3,1
476,6,3,Hazwaste total,2,1,1,1,1
1493,6,3,Hazwaste total,2,1,2,0,1
184,6,3,Hazwaste total,2,1,3,0,1
2101,6,3,Hazwaste total,2,1,4,3,1
556,6,3,Hazwaste total,2,1,5,0,1
30,6,3,Hazwaste total,2,1,5,1,1
1141,6,3,Hazwaste total,2,1,5,3,1
476,6,9,Hazwaste total,2,1,1,1,1
1522,6,9,Hazwaste total,2,1,2,0,1
185,6,9,Hazwaste total,2,1,3,0,1
2102,6,9,Hazwaste total,2,1,4,3,1
560,6,9,Hazwaste total,2,1,5,0,1
30,6,9,Hazwaste total,2,1,5,1,1
1150,6,9,Hazwaste total,2,1,5,3,1
0,7,2,Hazwaste total,2,1,1,1,1
2428,7,2,Hazwaste total,2,1,2,0,1
4,7,2,Hazwaste total,2,1,3,0,1
394,7,2,Hazwaste total,2,1,4,3,1
398,7,2,Hazwaste total,2,1,5,0,1
0,7,2,Hazwaste total,2,1,5,1,1
755,7,2,Hazwaste total,2,1,5,3,1
1262,7,3,Hazwaste total,2,1,1,1,1
2368,7,3,Hazwaste total,2,1,2,0,1
573,7,3,Hazwaste total,2,1,3,0,1
2220,7,3,Hazwaste total,2,1,4,3,1
1638,7,3,Hazwaste total,2,1,5,0,1
815,7,3,Hazwaste total,2,1,5,1,1
1848,7,3,Hazwaste total,2,1,5,3,1
1262,7,9,Hazwaste total,2,1,1,1,1
2639,7,9,Hazwaste total,2,1,2,0,1
574,7,9,Hazwaste total,2,1,3,0,1
2227,7,9,Hazwaste total,2,1,4,3,1
1655,7,9,Hazwaste total,2,1,5,0,1
815,7,9,Hazwaste total,2,1,5,1,1
1893,7,9,Hazwaste total,2,1,5,3,1
0,8,2,Hazwaste total,2,1,1,1,1
555,8,2,Hazwaste total,2,1,2,0,1
0,8,2,Hazwaste total,2,1,3,0,1
310,8,2,Hazwaste total,2,1,4,3,1
216,8,2,Hazwaste total,2,1,5,0,1
0,8,2,Hazwaste total,2,1,5,1,1
451,8,2,Hazwaste total,2,1,5,3,1
838,8,3,Hazwaste total,2,1,1,1,1
1704,8,3,Hazwaste total,2,1,2,0,1
496,8,3,Hazwaste total,2,1,3,0,1
2287,8,3,Hazwaste total,2,1,4,3,1
1020,8,3,Hazwaste total,2,1,5,0,1
657,8,3,Hazwaste total,2,1,5,1,1
1263,8,3,Hazwaste total,2,1,5,3,1
838,8,9,Hazwaste total,2,1,1,1,1
1733,8,9,Hazwaste total,2,1,2,0,1
496,8,9,Hazwaste total,2,1,3,0,1
2288,8,9,Hazwaste total,2,1,4,3,1
1036,8,9,Hazwaste total,2,1,5,0,1
657,8,9,Hazwaste total,2,1,5,1,1
1298,8,9,Hazwaste total,2,1,5,3,1
1138,0,3,Biosolids total,1,1,3,0,0
0,0,3,Biosolids total,1,1,4,3,0
1138,0,9,Biosolids total,1,1,3,0,0
0,0,9,Biosolids total,1,1,4,3,0
0,0,2,Hazwaste total,2,1,1,1,0
173,0,2,Hazwaste total,2,1,2,0,0
1,0,2,Hazwaste total,2,1,3,0,0
1,0,2,Hazwaste total,2,1,4,3,0
3,0,2,Hazwaste total,2,1,5,0,0
0,0,2,Hazwaste total,2,1,5,1,0
9,0,2,Hazwaste total,2,1,5,3,0
276,0,3,Hazwaste total,2,1,1,1,0
459,0,3,Hazwaste total,2,1,2,0,0
91,0,3,Hazwaste total,2,1,3,0,0
592,0,3,Hazwaste total,2,1,4,3,0
237,0,3,Hazwaste total,2,1,5,0,0
84,0,3,Hazwaste total,2,1,5,1,0
323,0,3,Hazwaste total,2,1,5,3,0
276,0,9,Hazwaste total,2,1,1,1,0
498,0,9,Hazwaste total,2,1,2,0,0
91,0,9,Hazwaste total,2,1,3,0,0
593,0,9,Hazwaste total,2,1,4,3,0
238,0,9,Hazwaste total,2,1,5,0,0
84,0,9,Hazwaste total,2,1,5,1,0
325,0,9,Hazwaste total,2,1,5,3,0
0,0,2,All other waste total,7,1,1,1,0
1051,0,2,All other waste total,7,1,2,0,0
422,0,2,All other waste total,7,1,2,1,0
2046,0,2,All other waste total,7,1,4,3,0
0,0,3,All other waste total,7,1,1,1,0
1607,0,3,All other waste total,7,1,2,0,0
1107,0,3,All other waste total,7,1,2,1,0
2166,0,3,All other waste total,7,1,4,3,0
0,0,1,All other waste total,7,1,1,1,0
1675,0,1,All other waste total,7,1,2,0,0
1220,0,1,All other waste total,7,1,2,1,0
1862,0,1,All other waste total,7,1,4,3,0
0,0,9,All other waste total,7,1,1,1,0
2036,0,9,All other waste total,7,1,2,0,0
1426,0,9,All other waste total,7,1,2,1,0
2531,0,9,All other waste total,7,1,4,3,0
3050,2,4,Ash waste total,0,1,3,2,0
3004,2,4,Ash waste total,0,1,4,3,0
3050,2,9,Ash waste total,0,1,3,2,0
3004,2,9,Ash waste total,0,1,4,3,0
1698,2,3,Biosolids total,1,1,3,0,0
2345,2,3,Biosolids total,1,1,4,3,0
1698,2,9,Biosolids total,1,1,3,0,0
2345,2,9,Biosolids total,1,1,4,3,0
0,2,2,Hazwaste total,2,1,1,1,0
2343,2,2,Hazwaste total,2,1,2,0,0
0,2,2,Hazwaste total,2,1,3,0,0
601,2,2,Hazwaste total,2,1,4,3,0
1379,2,2,Hazwaste total,2,1,5,0,0
0,2,2,Hazwaste total,2,1,5,1,0
1721,2,2,Hazwaste total,2,1,5,3,0
1248,2,3,Hazwaste total,2,1,1,1,0
2241,2,3,Hazwaste total,2,1,2,0,0
462,2,3,Hazwaste total,2,1,3,0,0
1810,2,3,Hazwaste total,2,1,4,3,0
1713,2,3,Hazwaste total,2,1,5,0,0
1336,2,3,Hazwaste total,2,1,5,1,0
2084,2,3,Hazwaste total,2,1,5,3,0
1248,2,9,Hazwaste total,2,1,1,1,0
2584,2,9,Hazwaste total,2,1,2,0,0
462,2,9,Hazwaste total,2,1,3,0,0
1834,2,9,Hazwaste total,2,1,4,3,0
1920,2,9,Hazwaste total,2,1,5,0,0
1336,2,9,Hazwaste total,2,1,5,1,0
2242,2,9,Hazwaste total,2,1,5,3,0
0,2,2,All other waste total,7,1,1,1,0
2738,2,2,All other waste total,7,1,2,0,0
1303,2,2,All other waste total,7,1,2,1,0
3101,2,2,All other waste total,7,1,4,3,0
0,2,3,All other waste total,7,1,1,1,0
2940,2,3,All other waste total,7,1,2,0,0
2207,2,3,All other waste total,7,1,2,1,0
2964,2,3,All other waste total,7,1,4,3,0
0,2,1,All other waste total,7,1,1,1,0
2932,2,1,All other waste total,7,1,2,0,0
2279,2,1,All other waste total,7,1,2,1,0
2886,2,1,All other waste total,7,1,4,3,0
0,2,9,All other waste total,7,1,1,1,0
3098,2,9,All other waste total,7,1,2,0,0
2571,2,9,All other waste total,7,1,2,1,0
3132,2,9,All other waste total,7,1,4,3,0
313,3,3,Biosolids total,1,1,3,0,0
784,3,3,Biosolids total,1,1,4,3,0
313,3,9,Biosolids total,1,1,3,0,0
784,3,9,Biosolids total,1,1,4,3,0
0,3,2,Hazwaste total,2,1,1,1,0
644,3,2,Hazwaste total,2,1,2,0,0
3,3,2,Hazwaste total,2,1,3,0,0
25,3,2,Hazwaste total,2,1,4,3,0
47,3,2,Hazwaste total,2,1,5,0,0
0,3,2,Hazwaste total,2,1,5,1,0
127,3,2,Hazwaste total,2,1,5,3,0
318,3,3,Hazwaste total,2,1,1,1,0
678,3,3,Hazwaste total,2,1,2,0,0
142,3,3,Hazwaste total,2,1,3,0,0
856,3,3,Hazwaste total,2,1,4,3,0
397,3,3,Hazwaste total,2,1,5,0,0
229,3,3,Hazwaste total,2,1,5,1,0
591,3,3,Hazwaste total,2,1,5,3,0
318,3,9,Hazwaste total,2,1,1,1,0
850,3,9,Hazwaste total,2,1,2,0,0
145,3,9,Hazwaste total,2,1,3,0,0
858,3,9,Hazwaste total,2,1,4,3,0
404,3,9,Hazwaste total,2,1,5,0,0
229,3,9,Hazwaste total,2,1,5,1,0
606,3,9,Hazwaste total,2,1,5,3,0
0,3,2,All other waste total,7,1,1,1,0
2129,3,2,All other waste total,7,1,2,0,0
371,3,2,All other waste total,7,1,2,1,0
71,3,2,All other waste total,7,1,4,3,0
0,3,3,All other waste total,7,1,1,1,0
1571,3,3,All other waste total,7,1,2,0,0
522,3,3,All other waste total,7,1,2,1,0
677,3,3,All other waste total,7,1,4,3,0
0,3,1,All other waste total,7,1,1,1,0
2104,3,1,All other waste total,7,1,2,0,0
906,3,1,All other waste total,7,1,2,1,0
854,3,1,All other waste total,7,1,4,3,0
0,3,9,All other waste total,7,1,1,1,0
2504,3,9,All other waste total,7,1,2,0,0
1073,3,9,All other waste total,7,1,2,1,0
1068,3,9,All other waste total,7,1,4,3,0
3073,4,4,Ash waste total,0,1,3,2,0
2635,4,4,Ash waste total,0,1,4,3,0
3073,4,9,Ash waste total,0,1,3,2,0
2635,4,9,Ash waste total,0,1,4,3,0
782,4,3,Biosolids total,1,1,3,0,0
2258,4,3,Biosolids total,1,1,4,3,0
782,4,9,Biosolids total,1,1,3,0,0
2258,4,9,Biosolids total,1,1,4,3,0
0,4,2,Hazwaste total,2,1,1,1,0
2552,4,2,Hazwaste total,2,1,2,0,0
88,4,2,Hazwaste total,2,1,3,0,0
47,4,2,Hazwaste total,2,1,4,3,0
62,4,2,Hazwaste total,2,1,5,0,0
0,4,2,Hazwaste total,2,1,5,1,0
0,4,2,Hazwaste total,2,1,5,3,0
895,4,3,Hazwaste total,2,1,1,1,0
2445,4,3,Hazwaste total,2,1,2,0,0
1129,4,3,Hazwaste total,2,1,3,0,0
2402,4,3,Hazwaste total,2,1,4,3,0
1705,4,3,Hazwaste total,2,1,5,0,0
875,4,3,Hazwaste total,2,1,5,1,0
1843,4,3,Hazwaste total,2,1,5,3,0
895,4,9,Hazwaste total,2,1,1,1,0
2712,4,9,Hazwaste total,2,1,2,0,0
1131,4,9,Hazwaste total,2,1,3,0,0
2403,4,9,Hazwaste total,2,1,4,3,0
1706,4,9,Hazwaste total,2,1,5,0,0
875,4,9,Hazwaste total,2,1,5,1,0
1843,4,9,Hazwaste total,2,1,5,3,0
0,4,2,All other waste total,7,1,1,1,0
2777,4,2,All other waste total,7,1,2,0,0
821,4,2,All other waste total,7,1,2,1,0
2754,4,2,All other waste total,7,1,4,3,0
1465,4,3,All other waste total,7,1,1,1,0
2795,4,3,All other waste total,7,1,2,0,0
1720,4,3,All other waste total,7,1,2,1,0
2798,4,3,All other waste total,7,1,4,3,0
1983,4,1,All other waste total,7,1,1,1,0
2890,4,1,All other waste total,7,1,2,0,0
1926,4,1,All other waste total,7,1,2,1,0
2778,4,1,All other waste total,7,1,4,3,0
2105,4,9,All other waste total,7,1,1,1,0
3059,4,9,All other waste total,7,1,2,0,0
2167,4,9,All other waste total,7,1,2,1,0
3029,4,9,All other waste total,7,1,4,3,0
2071,5,4,Ash waste total,0,1,3,2,0
2240,5,4,Ash waste total,0,1,4,3,0
2071,5,9,Ash waste total,0,1,3,2,0
2240,5,9,Ash waste total,0,1,4,3,0
0,5,3,Biosolids total,1,1,3,0,0
1969,5,3,Biosolids total,1,1,4,3,0
0,5,9,Biosolids total,1,1,3,0,0
1969,5,9,Biosolids total,1,1,4,3,0
0,5,2,Hazwaste total,2,1,1,1,0
1041,5,2,Hazwaste total,2,1,2,0,0
0,5,2,Hazwaste total,2,1,3,0,0
443,5,2,Hazwaste total,2,1,4,3,0
403,5,2,Hazwaste total,2,1,5,0,0
0,5,2,Hazwaste total,2,1,5,1,0
750,5,2,Hazwaste total,2,1,5,3,0
1048,5,3,Hazwaste total,2,1,1,1,0
1528,5,3,Hazwaste total,2,1,2,0,0
876,5,3,Hazwaste total,2,1,3,0,0
1475,5,3,Hazwaste total,2,1,4,3,0
920,5,3,Hazwaste total,2,1,5,0,0
224,5,3,Hazwaste total,2,1,5,1,0
866,5,3,Hazwaste total,2,1,5,3,0
1048,5,9,Hazwaste total,2,1,1,1,0
1651,5,9,Hazwaste total,2,1,2,0,0
876,5,9,Hazwaste total,2,1,3,0,0
1496,5,9,Hazwaste total,2,1,4,3,0
989,5,9,Hazwaste total,2,1,5,0,0
224,5,9,Hazwaste total,2,1,5,1,0
1119,5,9,Hazwaste total,2,1,5,3,0
0,5,2,All other waste total,7,1,1,1,0
2015,5,2,All other waste total,7,1,2,0,0
878,5,2,All other waste total,7,1,2,1,0
2760,5,2,All other waste total,7,1,4,3,0
0,5,3,All other waste total,7,1,1,1,0
1984,5,3,All other waste total,7,1,2,0,0
1444,5,3,All other waste total,7,1,2,1,0
2606,5,3,All other waste total,7,1,4,3,0
0,5,1,All other waste total,7,1,1,1,0
2267,5,1,All other waste total,7,1,2,0,0
1811,5,1,All other waste total,7,1,2,1,0
2473,5,1,All other waste total,7,1,4,3,0
0,5,9,All other waste total,7,1,1,1,0
2580,5,9,All other waste total,7,1,2,0,0
2030,5,9,All other waste total,7,1,2,1,0
2950,5,9,All other waste total,7,1,4,3,0
160,6,3,Biosolids total,1,1,3,0,0
1024,6,3,Biosolids total,1,1,4,3,0
160,6,9,Biosolids total,1,1,3,0,0
1024,6,9,Biosolids total,1,1,4,3,0
0,6,2,Hazwaste total,2,1,1,1,0
599,6,2,Hazwaste total,2,1,2,0,0
3,6,2,Hazwaste total,2,1,3,0,0
22,6,2,Hazwaste total,2,1,4,3,0
42,6,2,Hazwaste total,2,1,5,0,0
0,6,2,Hazwaste total,2,1,5,1,0
116,6,2,Hazwaste total,2,1,5,3,0
474,6,3,Hazwaste total,2,1,1,1,0
1492,6,3,Hazwaste total,2,1,2,0,0
183,6,3,Hazwaste total,2,1,3,0,0
2093,6,3,Hazwaste total,2,1,4,3,0
550,6,3,Hazwaste total,2,1,5,0,0
30,6,3,Hazwaste total,2,1,5,1,0
1136,6,3,Hazwaste total,2,1,5,3,0
474,6,9,Hazwaste total,2,1,1,1,0
1523,6,9,Hazwaste total,2,1,2,0,0
184,6,9,Hazwaste total,2,1,3,0,0
2094,6,9,Hazwaste total,2,1,4,3,0
557,6,9,Hazwaste total,2,1,5,0,0
30,6,9,Hazwaste total,2,1,5,1,0
1144,6,9,Hazwaste total,2,1,5,3,0
0,6,2,All other waste total,7,1,1,1,0
970,6,2,All other waste total,7,1,2,0,0
109,6,2,All other waste total,7,1,2,1,0
0,6,2,All other waste total,7,1,4,3,0
0,6,3,All other waste total,7,1,1,1,0
1961,6,3,All other waste total,7,1,2,0,0
968,6,3,All other waste total,7,1,2,1,0
1003,6,3,All other waste total,7,1,4,3,0
0,6,1,All other waste total,7,1,1,1,0
2235,6,1,All other waste total,7,1,2,0,0
1269,6,1,All other waste total,7,1,2,1,0
1558,6,1,All other waste total,7,1,4,3,0
0,6,9,All other waste total,7,1,1,1,0
2472,6,9,All other waste total,7,1,2,0,0
1405,6,9,All other waste total,7,1,2,1,0
1671,6,9,All other waste total,7,1,4,3,0
2836,7,4,Ash waste total,0,1,3,2,0
0,7,4,Ash waste total,0,1,4,3,0
2836,7,9,Ash waste total,0,1,3,2,0
0,7,9,Ash waste total,0,1,4,3,0
2253,7,3,Biosolids total,1,1,3,0,0
1997,7,3,Biosolids total,1,1,4,3,0
2253,7,9,Biosolids total,1,1,3,0,0
1997,7,9,Biosolids total,1,1,4,3,0
0,7,2,Hazwaste total,2,1,1,1,0
2490,7,2,Hazwaste total,2,1,2,0,0
5,7,2,Hazwaste total,2,1,3,0,0
429,7,2,Hazwaste total,2,1,4,3,0
434,7,2,Hazwaste total,2,1,5,0,0
0,7,2,Hazwaste total,2,1,5,1,0
788,7,2,Hazwaste total,2,1,5,3,0
1250,7,3,Hazwaste total,2,1,1,1,0
2431,7,3,Hazwaste total,2,1,2,0,0
561,7,3,Hazwaste total,2,1,3,0,0
2212,7,3,Hazwaste total,2,1,4,3,0
1641,7,3,Hazwaste total,2,1,5,0,0
811,7,3,Hazwaste total,2,1,5,1,0
1833,7,3,Hazwaste total,2,1,5,3,0
1250,7,9,Hazwaste total,2,1,1,1,0
2679,7,9,Hazwaste total,2,1,2,0,0
563,7,9,Hazwaste total,2,1,3,0,0
2217,7,9,Hazwaste total,2,1,4,3,0
1661,7,9,Hazwaste total,2,1,5,0,0
811,7,9,Hazwaste total,2,1,5,1,0
1884,7,9,Hazwaste total,2,1,5,3,0
0,7,2,All other waste total,7,1,1,1,0
2713,7,2,All other waste total,7,1,2,0,0
931,7,2,All other waste total,7,1,2,1,0
2983,7,2,All other waste total,7,1,4,3,0
233,7,3,All other waste total,7,1,1,1,0
2889,7,3,All other waste total,7,1,2,0,0
2060,7,3,All other waste total,7,1,2,1,0
2963,7,3,All other waste total,7,1,4,3,0
0,7,1,All other waste total,7,1,1,1,0
2904,7,1,All other waste total,7,1,2,0,0
2173,7,1,All other waste total,7,1,2,1,0
2770,7,1,All other waste total,7,1,4,3,0
233,7,9,All other waste total,7,1,1,1,0
3076,7,9,All other waste total,7,1,2,0,0
2471,7,9,All other waste total,7,1,2,1,0
3114,7,9,All other waste total,7,1,4,3,0
2608,8,4,Ash waste total,0,1,3,2,0
2514,8,4,Ash waste total,0,1,4,3,0
2608,8,9,Ash waste total,0,1,3,2,0
2514,8,9,Ash waste total,0,1,4,3,0
860,8,3,Biosolids total,1,1,3,0,0
1751,8,3,Biosolids total,1,1,4,3,0
860,8,9,Biosolids total,1,1,3,0,0
1751,8,9,Biosolids total,1,1,4,3,0
0,8,2,Hazwaste total,2,1,1,1,0
361,8,2,Hazwaste total,2,1,2,0,0
0,8,2,Hazwaste total,2,1,3,0,0
420,8,2,Hazwaste total,2,1,4,3,0
